"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery"
"a86ca8b6-5b6c-4f3f-97f9-e88c7a7dadec","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 09:53","19.3","19.3° C","100"
"35a766a9-5ec3-409c-aff8-0b5c0eba932a","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 09:43","19.2","19.2° C","100"
"cd7e6fe0-ec08-40ee-8c01-38c239e0d783","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 09:33","19.2","19.2° C","100"
"8918beff-fc63-445b-b7f7-dcd03215b9f8","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 09:23","19.1","19.1° C","100"
"db21459f-16f0-4e6a-a2c7-8e6ab12c705c","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 09:13","19","19° C","100"
"ea704694-d94a-477d-a6ce-c53566b620d9","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 09:03","19","19° C","100"
"7564f22c-05f3-450b-8588-ecd0b97a949f","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 08:53","18.9","18.9° C","100"
"77e57eb6-5252-40b5-a8a5-e24411a1b37c","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 08:43","18.9","18.9° C","100"
"a2a6895d-4325-4352-b221-fb9021c4128a","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 08:33","18.8","18.8° C","100"
"1c282921-9ff9-47ca-bfee-bb60488b1a10","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 08:23","18.8","18.8° C","100"
"3700402c-5d40-4f96-8e34-35d22e0bbe32","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 08:13","18.7","18.7° C","100"
"71c714f1-65be-4083-8d41-e554089bf948","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 08:03","18.6","18.6° C","100"
"48b2a8c0-24b0-4709-a84c-cb4aa47579bc","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 07:53","18.6","18.6° C","100"
"f58f3320-6e39-43ac-bb8e-7717fa236b10","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 07:43","18.5","18.5° C","100"
"02c39719-a18f-4712-9a05-00135d24b809","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 07:33","18.5","18.5° C","100"
"c3c4308c-0d89-4e9d-8574-7936cfa5aa31","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 07:23","18.4","18.4° C","100"
"53237e33-4964-4477-87b2-dcd6af3f778f","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 07:13","18.4","18.4° C","100"
"0c84d07f-c0f1-4aaa-a961-71a99540b69a","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 07:03","18.4","18.4° C","100"
"f736c6c6-76f2-41a5-8c17-2da15d1b5916","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 06:53","18.3","18.3° C","100"
"30bc8f5a-0bd1-47f0-a33e-0619bf0163c9","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 06:43","18.3","18.3° C","100"
"11bd8407-bbe0-4acf-824f-b02ec7160ba6","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 06:33","18.4","18.4° C","100"
"82d06cb3-2239-4b38-a13f-50b0035dcea7","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 06:23","18.4","18.4° C","100"
"5c81bce5-6de1-4bbb-b7c0-c81d8b1da841","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 06:13","18.4","18.4° C","100"
"2762683d-b344-45c3-bd52-fc7cfd88684b","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 06:03","18.4","18.4° C","100"
"9b2dd9b9-8109-430e-997a-233fb6963a19","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 05:53","18.5","18.5° C","100"
"a2f8391c-e41d-4d31-bc33-1eb4f9d3134b","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 05:43","18.5","18.5° C","100"
"fd1f84d7-3597-45ba-9f7a-31d08c056c3b","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 05:33","18.6","18.6° C","100"
"39c4a044-ec53-4b05-9cf8-e954088e9862","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 05:23","18.6","18.6° C","100"
"e72c7a3d-6f65-4e06-92d1-5a0d14676b2c","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 05:13","18.6","18.6° C","100"
"fd67648b-afa9-4834-b267-429ed5c183ae","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 05:03","18.7","18.7° C","100"
"80596b50-e98f-4d83-9bba-f94272f5195e","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 04:53","18.7","18.7° C","100"
"06c02e8a-26fa-4147-b939-4897b37f1bfa","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 04:43","18.8","18.8° C","100"
"db49c395-343e-4b9c-95d6-e94c5d4dc8fa","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 04:33","18.9","18.9° C","100"
"15942609-5121-45a3-ab10-4e7f03dcf16d","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 04:23","18.9","18.9° C","100"
"a0b75fbd-bd9d-441d-bfe5-68c32f779969","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 04:13","18.9","18.9° C","100"
"f6a30d70-4d2c-4351-8ee6-544d3bce3ff9","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 04:03","18.9","18.9° C","100"
"dcc2c0b8-7450-4134-be01-810c85736c32","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 03:53","19","19° C","100"
"5290d228-47e8-4b98-81e9-ca5982c2b745","465908","1 Bodega - Nivel 1 - Temperature - 465908 (1)","06/11/2019 03:43","19","19° C","100"
