"DataMessageGUID","SensorID","Sensor Name","Date","Value"
"feb7f0c1-b287-47c4-812c-68adfeb671ea","465978","Monitoreo - Humidity - 465978","19-12-11 22:42","36.33"
"8718071e-0d28-480e-b299-77acb8e1eb1b","465978","Monitoreo - Humidity - 465978","19-12-11 22:32","36.31"
"a19a4a3e-02b1-4a30-bfa5-af29a5216948","465978","Monitoreo - Humidity - 465978","19-12-11 22:22","36.31"
"ccedf2ea-8a39-48f6-baa3-6bbcdc3e2281","465978","Monitoreo - Humidity - 465978","19-12-11 22:12","36.32"
"8c134a75-905d-4ecf-a808-cc0b544d35eb","465978","Monitoreo - Humidity - 465978","19-12-11 22:02","36.31"
"2a13f95b-ce47-4a79-9e51-85a2a2496fc1","465978","Monitoreo - Humidity - 465978","19-12-11 21:52","36.34"
"5beeb6ae-dfb3-4326-8d19-47affa8bc885","465978","Monitoreo - Humidity - 465978","19-12-11 21:42","36.34"
"0e85e6de-2b0b-4fc5-99c4-e0ba498341ae","465978","Monitoreo - Humidity - 465978","19-12-11 21:32","36.39"
"cde876c8-9a85-483a-9255-506afd795a27","465978","Monitoreo - Humidity - 465978","19-12-11 21:22","36.43"
"49866156-c30d-499c-b48e-fdc713ef8773","465978","Monitoreo - Humidity - 465978","19-12-11 21:12","36.42"
"58fb1685-1e2f-4bae-8f10-d4de0aa697fc","465978","Monitoreo - Humidity - 465978","19-12-11 21:02","36.46"
"206d8f38-df8e-48d6-8b71-a65a77863f91","465978","Monitoreo - Humidity - 465978","19-12-11 20:52","36.46"
"0a9bbec9-c1ac-4fa0-b3be-4a8f3730d283","465978","Monitoreo - Humidity - 465978","19-12-11 20:42","36.48"
"8ae228e5-0dcb-43cf-b3bf-445f99e6f7c5","465978","Monitoreo - Humidity - 465978","19-12-11 20:32","36.5"
"26b74442-299a-4795-9365-51a00250684c","465978","Monitoreo - Humidity - 465978","19-12-11 20:22","36.55"
"66d958bd-e0d7-4a06-a0ca-e94335729b32","465978","Monitoreo - Humidity - 465978","19-12-11 20:12","36.52"
"8751010a-8714-4872-b316-3cc513c3842f","465978","Monitoreo - Humidity - 465978","19-12-11 20:02","36.58"
"bd71831d-c418-424b-b83f-8002b487c278","465978","Monitoreo - Humidity - 465978","19-12-11 19:52","36.55"
"726fee4a-ae51-4446-8617-39f7a1973daf","465978","Monitoreo - Humidity - 465978","19-12-11 19:42","36.58"
"43fd9d68-2765-4af3-819f-e2ddf0a48518","465978","Monitoreo - Humidity - 465978","19-12-11 19:32","36.6"
"bc21d14c-5c5e-4cec-8cc6-15c6d410adb0","465978","Monitoreo - Humidity - 465978","19-12-11 19:22","36.58"
"25d87052-2764-422b-a12b-7f4cab2ddb95","465978","Monitoreo - Humidity - 465978","19-12-11 19:12","36.59"
"7c79623c-7059-4781-9b58-a392f3534943","465978","Monitoreo - Humidity - 465978","19-12-11 19:02","36.69"
"83542868-86d6-45e5-8ee4-e7bfeac0a711","465978","Monitoreo - Humidity - 465978","19-12-11 18:52","36.65"
"f0a6fce4-3add-422f-ad3b-d56f6343526d","465978","Monitoreo - Humidity - 465978","19-12-11 18:42","36.62"
"f94ee128-8631-499d-8dc3-35ee71007058","465978","Monitoreo - Humidity - 465978","19-12-11 18:32","36.64"
"918d37b6-70d0-492d-9559-c618dc7e0b29","465978","Monitoreo - Humidity - 465978","19-12-11 18:22","36.67"
"bc6eaf3a-2f32-429b-a9b7-f1ca214a702e","465978","Monitoreo - Humidity - 465978","19-12-11 18:12","36.67"
"ef79d167-58f4-4736-bcd1-65e30dfcc478","465978","Monitoreo - Humidity - 465978","19-12-11 18:02","36.62"
"4c90c9ad-fd99-4cd3-bc91-13329224a837","465978","Monitoreo - Humidity - 465978","19-12-11 17:52","36.71"
"b0661fec-749b-4e63-a66d-618e742dd79d","465978","Monitoreo - Humidity - 465978","19-12-11 17:42","36.69"
"235ffd00-80e1-4c90-b6ef-40f236fe7df9","465978","Monitoreo - Humidity - 465978","19-12-11 17:32","36.71"
"4eec02b1-fcdc-436e-a3e2-293f0fcfab60","465978","Monitoreo - Humidity - 465978","19-12-11 17:22","36.75"
"643359c6-1ff7-48df-8e46-0c5835bef020","465978","Monitoreo - Humidity - 465978","19-12-11 17:12","36.77"
"19941da2-75b2-4a32-bc7d-2d9e77848fe7","465978","Monitoreo - Humidity - 465978","19-12-11 17:02","36.77"
"9453ef6b-bbee-4972-aad5-7450b993799f","465978","Monitoreo - Humidity - 465978","19-12-11 16:52","36.77"
"9da11973-aa86-4799-81d0-0e560edef9d0","465978","Monitoreo - Humidity - 465978","19-12-11 16:42","36.75"
"f3fc2950-02c8-48eb-9408-bae3cc9bd404","465978","Monitoreo - Humidity - 465978","19-12-11 16:32","36.72"
"cddb248b-7ee9-4baa-83c2-30de7b63f19f","465978","Monitoreo - Humidity - 465978","19-12-11 16:22","36.75"
"d5a3246a-f285-4462-bcf7-45dc63e6636f","465978","Monitoreo - Humidity - 465978","19-12-11 16:12","36.73"
"bd184d11-fe2c-4de1-bf4d-cef4e963c7d2","465978","Monitoreo - Humidity - 465978","19-12-11 16:02","36.66"
"29d5f9a7-f618-432a-a64d-ad760868521e","465978","Monitoreo - Humidity - 465978","19-12-11 15:52","36.71"
"79890b75-7d35-4e09-9b6d-4a1a3ca5823e","465978","Monitoreo - Humidity - 465978","19-12-11 15:42","36.66"
"96b637df-5a70-423d-93ed-15ae9ab25635","465978","Monitoreo - Humidity - 465978","19-12-11 15:32","36.67"
"f9eb3d4c-4e47-4e06-82b8-c1f3d540fae6","465978","Monitoreo - Humidity - 465978","19-12-11 15:22","36.61"
"84681be7-3762-46f2-ba26-7ef41a6c6a39","465978","Monitoreo - Humidity - 465978","19-12-11 15:12","36.64"
"604e5320-85af-4bfc-a15f-a242dffb494b","465978","Monitoreo - Humidity - 465978","19-12-11 15:02","36.58"
"4ced2a8f-ca55-46f7-845e-8f8b585f6ef0","465978","Monitoreo - Humidity - 465978","19-12-11 14:52","36.57"
"ed4b911a-38d6-4e96-ace6-d17652490831","465978","Monitoreo - Humidity - 465978","19-12-11 14:42","36.56"
"584aa583-20e6-46e0-8f7f-a6f07c83d1bc","465978","Monitoreo - Humidity - 465978","19-12-11 14:32","36.5"
"1bf16d31-1b4f-49bb-b34c-c2b2ecdd3670","465978","Monitoreo - Humidity - 465978","19-12-11 14:22","36.46"
"21411432-cb58-45f0-afd0-39b2b0124e44","465978","Monitoreo - Humidity - 465978","19-12-11 14:12","36.44"
"7a981109-f0ed-491a-9375-e7b721081ccf","465978","Monitoreo - Humidity - 465978","19-12-11 14:02","36.42"
"fe89c8d6-d1ff-4cd0-9f4d-d1ff6a8aba16","465978","Monitoreo - Humidity - 465978","19-12-11 13:52","36.38"
"dad9ee15-bd02-42c1-a00d-d55696fb0b25","465978","Monitoreo - Humidity - 465978","19-12-11 13:42","36.34"
"bd06823f-d2e2-4eee-826e-ba64627bd8f8","465978","Monitoreo - Humidity - 465978","19-12-11 13:32","36.29"
"b8699856-e043-4372-945c-75f367862116","465978","Monitoreo - Humidity - 465978","19-12-11 13:22","36.27"
"c9d32ad1-5b4b-444f-b0a6-5812d2c51ee8","465978","Monitoreo - Humidity - 465978","19-12-11 13:12","36.26"
"c0d8b7c5-74b9-482c-be6f-94c89c42bb86","465978","Monitoreo - Humidity - 465978","19-12-11 13:02","36.24"
"76ab9e11-1255-49fb-8a47-5468d52495ec","465978","Monitoreo - Humidity - 465978","19-12-11 12:52","36.2"
"688b7c44-264f-42c3-8d92-2a17dd97dd06","465978","Monitoreo - Humidity - 465978","19-12-11 12:42","36.16"
"58973072-ddc9-4c7e-becd-9b4ed8911b56","465978","Monitoreo - Humidity - 465978","19-12-11 12:32","36.12"
"8ca7ef5e-1845-4d9a-8f36-875931c79cab","465978","Monitoreo - Humidity - 465978","19-12-11 12:22","36.17"
"31c23a48-0ee8-446d-a362-763989132c7b","465978","Monitoreo - Humidity - 465978","19-12-11 12:12","36.16"
"b2a8405c-c139-4d54-9abd-1a29419397d2","465978","Monitoreo - Humidity - 465978","19-12-11 12:02","36.11"
"233a1f4c-3f06-4a6a-907d-bd3d5caa5327","465978","Monitoreo - Humidity - 465978","19-12-11 11:52","36.05"
"6cc37bff-57cb-4158-a7d9-dda4ab13251a","465978","Monitoreo - Humidity - 465978","19-12-11 11:42","36"
"864c63c6-76d1-4c81-b882-2379f6399fe1","465978","Monitoreo - Humidity - 465978","19-12-11 11:32","35.99"
"3c9af839-deae-4e46-88ec-85c6a756dbfe","465978","Monitoreo - Humidity - 465978","19-12-11 11:22","35.96"
"09d67640-8826-4c27-bd91-989912e09cd3","465978","Monitoreo - Humidity - 465978","19-12-11 11:12","35.93"
"8edafb74-d3e9-4952-a0dd-94cd1a33d2ea","465978","Monitoreo - Humidity - 465978","19-12-11 11:02","35.88"
"466e0bd2-c166-4bfc-ae30-008783708d10","465978","Monitoreo - Humidity - 465978","19-12-11 10:52","35.82"
"b1a200c1-af56-479a-a012-c0cc88ec3226","465978","Monitoreo - Humidity - 465978","19-12-11 10:42","35.79"
"925b4a5a-4d42-464a-bc7f-a3939c0bf124","465978","Monitoreo - Humidity - 465978","19-12-11 10:32","35.75"
"9eb454ae-d061-4dac-b1af-c043cbf1153a","465978","Monitoreo - Humidity - 465978","19-12-11 10:22","35.75"
"44e66b8c-c6de-48b6-afb0-332e72d7e4ba","465978","Monitoreo - Humidity - 465978","19-12-11 10:12","35.68"
"12254037-ff76-4388-895f-08ab7145b368","465978","Monitoreo - Humidity - 465978","19-12-11 10:02","35.68"
"3e043d76-ca3d-44c8-9861-5a2b81685dbd","465978","Monitoreo - Humidity - 465978","19-12-11 09:52","35.6"
"a348ad6f-9f8f-4ac1-a0d4-96bbf8d3a2bb","465978","Monitoreo - Humidity - 465978","19-12-11 09:42","35.59"
"3263fd00-818a-4727-a2fd-e91a223bc868","465978","Monitoreo - Humidity - 465978","19-12-11 09:32","35.49"
"4f02035d-50c4-47e4-9752-a74fb7ecb4f9","465978","Monitoreo - Humidity - 465978","19-12-11 09:22","35.44"
"9e782e6d-65c8-4fbc-a9c5-0d77fda11bff","465978","Monitoreo - Humidity - 465978","19-12-11 09:12","35.38"
