"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery"
"b263d87d-3855-412e-bac4-c5e7959a2d6e","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 09:48","19.4","19.4° C","93"
"2c46e42c-3f40-46d4-9b09-30171b7f1ac9","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 09:38","19.3","19.3° C","97"
"52f1c7b4-d940-4086-b4ee-dd3f253c5216","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 09:28","19.2","19.2° C","53"
"140edc37-1f63-43c1-8293-777c8cb0ac8a","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 09:18","19.2","19.2° C","73"
"9cff8466-c997-4afc-be10-1c9934316b47","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 09:08","19.1","19.1° C","90"
"c5116a14-c4b9-4f4a-8b30-dc058265d7a6","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 08:58","19","19° C","97"
"c0462f0e-06d9-459e-8afd-2767b3f22f17","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 08:48","19","19° C","43"
"539d1381-2ee2-4c48-b58c-8409b0cad593","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 08:38","18.9","18.9° C","57"
"f47a2ea8-53a1-46cd-a8c6-854123c98fbf","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 08:28","18.9","18.9° C","80"
"bcb53791-0967-47dd-b3a1-4e248cf32043","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 08:18","18.8","18.8° C","93"
"d791aa8a-8a1c-4748-9c18-fe556408af14","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 08:08","18.7","18.7° C","93"
"9fc74430-eaf3-409a-a29a-49ca394d64a3","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 07:58","18.6","18.6° C","50"
"ce4ddfba-438f-418c-88f0-64d22efdc8f2","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 07:48","18.6","18.6° C","67"
"1d126565-e6ca-4d14-8ddb-177fb4b46828","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 07:38","18.5","18.5° C","87"
"00f6e89b-9d81-4b3d-933f-780a07a8487d","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 07:28","18.5","18.5° C","93"
"0e21a586-6012-42ba-889f-afbedeeb1f3c","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 07:18","18.5","18.5° C","37"
"93fa7801-7358-469c-b6d3-e78b7b92b803","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 07:08","18.5","18.5° C","57"
"94244c65-a72c-43f3-8933-3349b4cb8b68","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 06:58","18.4","18.4° C","77"
"a68e34d1-6bf5-4012-8c54-cbff17418fdc","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 06:48","18.5","18.5° C","90"
"621ff081-9e5d-4ae4-b0a3-a4b006afbce7","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 06:38","18.5","18.5° C","93"
"053fe35a-7fc1-4423-ab29-ae24e415a1aa","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 06:28","18.5","18.5° C","43"
"0d0b6874-ca00-4e11-8aca-4104bcbc9b69","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 06:18","18.5","18.5° C","63"
"0a2ba5f1-0fe7-4349-9478-9f7ea736ab7e","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 06:08","18.6","18.6° C","67"
"f0fa44d6-845d-45af-983b-701976b6eb26","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 05:58","18.6","18.6° C","87"
"c0273c28-b65c-4c39-91ad-b966789a7e25","465892","1 Bodega - Nivel 2 - Temperature - 465892 (7)","06/11/2019 05:48","18.6","18.6° C","93"
